state_name,district_name,reg_year_date,fil_year,court_name,est_code,updated_type_name,updated_disp_name,disp_nature,total_cases,cases_pending_trial_yearly
Assam,Barpeta,2015,0   ,District and Sessions Judge,ASBR01,Special (POCSO) Case,Transferred,68,2,1
Assam,Barpeta,2015,2015,District and Sessions Judge,ASBR01,Sessions Case (SC),Transferred,68,3,0
Assam,Barpeta,2015,2015,District and Sessions Judge,ASBR01,Special (POCSO) Case,Acquitted,10,1,0
Assam,Barpeta,2015,2016,District and Sessions Judge,ASBR01,Special (POCSO) Case,Disposed,30,1,1
Assam,Barpeta,2016,2016,Addl. District & Sessions Judge,ASBR08,Sessions Case (SC),Transferred,1,1,1
Assam,Barpeta,2016,2016,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,Acquitted,10,1,1
Assam,Barpeta,2016,2016,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,Convicted,11,1,1
Assam,Barpeta,2016,2016,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,Transferred,1,1,1
Assam,Barpeta,2016,2016,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,NA,0,1,1
Assam,Barpeta,2016,2016,District and Sessions Judge,ASBR01,Special (POCSO) Case,Acquitted,10,25,15
Assam,Barpeta,2016,2016,District and Sessions Judge,ASBR01,Special (POCSO) Case,Acquitted,76,1,1
Assam,Barpeta,2016,2016,District and Sessions Judge,ASBR01,Special (POCSO) Case,Convicted,11,1,1
Assam,Barpeta,2016,2016,District and Sessions Judge,ASBR01,Special (POCSO) Case,Transferred,68,2,0
Assam,Barpeta,2016,2016,District and Sessions Judge,ASBR01,Special (POCSO) Case,Transferred,78,2,2
Assam,Barpeta,2016,2016,District and Sessions Judge,ASBR01,Special (POCSO) Case,NA,0,1,1
Assam,Barpeta,2017,2016,District and Sessions Judge,ASBR01,Special (POCSO) Case,Acquitted,10,2,1
Assam,Barpeta,2017,2017,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,Acquitted,10,1,1
Assam,Barpeta,2017,2017,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,Concilliation,9,1,1
Assam,Barpeta,2017,2017,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,Convicted,11,2,1
Assam,Barpeta,2017,2017,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,Transferred,1,1,0
Assam,Barpeta,2017,2017,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,NA,0,1,1
Assam,Barpeta,2017,2017,District and Sessions Judge,ASBR01,Special (POCSO) Case,Acquitted,10,36,20
Assam,Barpeta,2017,2017,District and Sessions Judge,ASBR01,Special (POCSO) Case,Acquitted,76,8,8
Assam,Barpeta,2017,2017,District and Sessions Judge,ASBR01,Special (POCSO) Case,Convicted,11,3,3
Assam,Barpeta,2017,2017,District and Sessions Judge,ASBR01,Special (POCSO) Case,Convicted - Fined,63,1,1
Assam,Barpeta,2017,2017,District and Sessions Judge,ASBR01,Special (POCSO) Case,Transferred,78,6,0
Assam,Barpeta,2017,2017,District and Sessions Judge,ASBR01,Special (POCSO) Case,NA,0,3,3
Assam,Barpeta,2018,2017,District and Sessions Judge,ASBR01,Special (POCSO) Case,Acquitted,76,1,1
Assam,Barpeta,2018,2018,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,Acquitted,10,12,6
Assam,Barpeta,2018,2018,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,Convicted,11,4,2
Assam,Barpeta,2018,2018,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,NA,0,1,1
Assam,Barpeta,2018,2018,District and Sessions Judge,ASBR01,Special (POCSO) Case,Acquitted,10,44,17
Assam,Barpeta,2018,2018,District and Sessions Judge,ASBR01,Special (POCSO) Case,Acquitted,76,3,3
Assam,Barpeta,2018,2018,District and Sessions Judge,ASBR01,Special (POCSO) Case,Converted,74,1,1
Assam,Barpeta,2018,2018,District and Sessions Judge,ASBR01,Special (POCSO) Case,Convicted,11,12,7
Assam,Barpeta,2018,2018,District and Sessions Judge,ASBR01,Special (POCSO) Case,Discharged,14,1,0
Assam,Barpeta,2018,2018,District and Sessions Judge,ASBR01,Special (POCSO) Case,Disposed,61,1,0
Assam,Barpeta,2018,2018,District and Sessions Judge,ASBR01,Special (POCSO) Case,Transferred,1,5,0
Assam,Barpeta,2018,2018,District and Sessions Judge,ASBR01,Special (POCSO) Case,NA,0,47,47
Assam,Barpeta,2019,2010,District and Sessions Judge,ASBR01,Special (POCSO) Case,NA,0,1,0
Assam,Barpeta,2019,2019,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,Acquitted,10,8,0
Assam,Barpeta,2019,2019,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,Transferred,1,1,0
Assam,Barpeta,2019,2019,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,NA,0,8,2
Assam,Barpeta,2019,2019,District and Sessions Judge,ASBR01,Special (POCSO) Case,Acquitted,10,13,0
Assam,Barpeta,2019,2019,District and Sessions Judge,ASBR01,Special (POCSO) Case,Acquitted,76,36,2
Assam,Barpeta,2019,2019,District and Sessions Judge,ASBR01,Special (POCSO) Case,Case is filed,21,2,1
Assam,Barpeta,2019,2019,District and Sessions Judge,ASBR01,Special (POCSO) Case,Convicted - Fined,63,1,0
Assam,Barpeta,2019,2019,District and Sessions Judge,ASBR01,Special (POCSO) Case,Discharged,14,2,0
Assam,Barpeta,2019,2019,District and Sessions Judge,ASBR01,Special (POCSO) Case,Disposed,30,2,0
Assam,Barpeta,2019,2019,District and Sessions Judge,ASBR01,Special (POCSO) Case,Disposed,61,1,0
Assam,Barpeta,2019,2019,District and Sessions Judge,ASBR01,Special (POCSO) Case,Transferred,1,4,0
Assam,Barpeta,2019,2019,District and Sessions Judge,ASBR01,Special (POCSO) Case,NA,0,120,33
Assam,Barpeta,2020,2020,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,Acquitted,10,1,0
Assam,Barpeta,2020,2020,Addl. District & Sessions Judge,ASBR08,Special (POCSO) Case,NA,0,4,0
Assam,Barpeta,2020,2020,District and Sessions Judge,ASBR01,Special (POCSO) Case,NA,0,38,0
Assam,Bongaigaon,2015,2014,Additional District and Sessions Judge,ASBN06,Special (POCSO) Case,NA,0,1,1
Assam,Bongaigaon,2015,2015,Additional District and Sessions Judge,ASBN06,Special Case,NA,0,1,1
Assam,Bongaigaon,2016,2015,Additional District and Sessions Judge,ASBN06,Special (POCSO) Case,Acquitted,10,1,1
Assam,Bongaigaon,2016,2015,Additional District and Sessions Judge,ASBN06,Special (POCSO) Case,NA,0,1,1
Assam,Bongaigaon,2016,2016,Additional District and Sessions Judge,ASBN06,Special (POCSO) Case,Acquitted,10,2,2
Assam,Bongaigaon,2016,2016,District And Sessions Judge,ASBN01,Special Case,Acquitted,10,3,3
Assam,Bongaigaon,2016,2016,District And Sessions Judge,ASBN01,Special Case,Case is filed,21,2,0
Assam,Bongaigaon,2016,2017,Additional District and Sessions Judge,ASBN06,Special (POCSO) Case,Acquitted,10,1,1
Assam,Bongaigaon,2016,2017,Additional District and Sessions Judge,ASBN06,Special Case,NA,0,1,1
Assam,Bongaigaon,2017,2017,Additional District and Sessions Judge,ASBN06,Special (POCSO) Case,Acquitted,10,2,2
Assam,Bongaigaon,2017,2017,Additional District and Sessions Judge,ASBN06,Special (POCSO) Case,NA,0,1,1
Assam,Bongaigaon,2017,2017,Additional District and Sessions Judge,ASBN06,Special Case,Acquitted,10,1,1
Assam,Bongaigaon,2017,2017,District And Sessions Judge,ASBN01,Sessions Case (SC),Case is filed,21,1,0
Assam,Bongaigaon,2017,2017,District And Sessions Judge,ASBN01,Special Case,Acquitted,10,6,3
Assam,Bongaigaon,2017,2017,District And Sessions Judge,ASBN01,Special Case,Case is filed,21,1,0
Assam,Bongaigaon,2017,2017,District And Sessions Judge,ASBN01,Special Case,Convicted,11,4,1
Assam,Bongaigaon,2018,2018,District And Sessions Judge,ASBN01,Special Case,Acquitted,10,11,5
Assam,Bongaigaon,2018,2018,District And Sessions Judge,ASBN01,Special Case,Convicted,11,1,0
Assam,Bongaigaon,2018,2018,District And Sessions Judge,ASBN01,Special Case,NA,0,1,1
Assam,Bongaigaon,2019,2019,Additional District and Sessions Judge,ASBN06,Special (POCSO) Case,Acquitted,10,5,0
Assam,Bongaigaon,2019,2019,Additional District and Sessions Judge,ASBN06,Special (POCSO) Case,NA,0,19,0
Assam,Bongaigaon,2019,2019,District And Sessions Judge,ASBN01,Special (POCSO) Case,NA,0,6,0
Assam,Bongaigaon,2020,2020,Additional District and Sessions Judge,ASBN06,Special (POCSO) Case,NA,0,7,0
Assam,Bongaigaon,2020,2020,District And Sessions Judge,ASBN01,Special (POCSO) Case,NA,0,9,0
Assam,Cachar,2013,2013,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Acquitted,10,1,1
Assam,Cachar,2013,2013,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Convicted,11,1,0
Assam,Cachar,2014,2014,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Acquitted,10,1,0
Assam,Cachar,2014,2014,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Convicted,11,2,1
Assam,Cachar,2015,0   ,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Abated,13,1,1
Assam,Cachar,2015,0   ,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Acquitted,10,5,1
Assam,Cachar,2015,0   ,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Convicted,11,3,3
Assam,Cachar,2015,0   ,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Declared Juvenile,95,1,0
Assam,Cachar,2015,0   ,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,NA,0,1,1
Assam,Cachar,2015,2015,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Acquitted,10,3,0
Assam,Cachar,2015,2015,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Case is filed,21,1,1
Assam,Cachar,2015,2015,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Convicted,101,1,1
Assam,Cachar,2015,2015,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Convicted,11,4,0
Assam,Cachar,2016,0   ,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Converted,94,1,0
Assam,Cachar,2016,2016,Civil Judge Cum Assistant Sessions Judge,ASCC02,Sessions Case (SC),Acquitted,10,1,0
Assam,Cachar,2016,2016,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Acquitted,10,11,1
Assam,Cachar,2016,2016,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Convicted,11,8,2
Assam,Cachar,2016,2016,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Convicted - Fined,57,1,0
Assam,Cachar,2016,2016,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Disposed,30,2,1
Assam,Cachar,2016,2016,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Transferred,1,2,0
Assam,Cachar,2016,2016,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,NA,0,10,10
Assam,Cachar,2017,2017,District And Sessions Judge Court,ASCC01,Sessions Case (SC),NA,0,1,1
Assam,Cachar,2017,2017,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Acquitted,10,21,9
Assam,Cachar,2017,2017,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Convicted,11,4,3
Assam,Cachar,2017,2017,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Disposed,30,3,0
Assam,Cachar,2017,2017,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,NA,0,25,25
Assam,Cachar,2018,2018,District And Sessions Judge Court,ASCC01,Sessions Case (SC),Acquitted,10,1,0
Assam,Cachar,2018,2018,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Abated,13,1,1
Assam,Cachar,2018,2018,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Acquitted,10,8,5
Assam,Cachar,2018,2018,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Acquitted,38,1,1
Assam,Cachar,2018,2018,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Converted,94,1,0
Assam,Cachar,2018,2018,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Disposed,30,1,1
Assam,Cachar,2018,2018,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,NA,0,24,24
Assam,Cachar,2019,2019,District And Sessions Judge Court,ASCC01,Sessions Case (SC),NA,0,2,0
Assam,Cachar,2019,2019,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Acquitted,10,18,0
Assam,Cachar,2019,2019,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Acquitted,38,2,0
Assam,Cachar,2019,2019,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Converted,94,2,0
Assam,Cachar,2019,2019,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,Disposed,30,2,0
Assam,Cachar,2019,2019,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,NA,0,47,2
Assam,Cachar,2020,2020,District And Sessions Judge Court,ASCC01,Sessions Case (SC),NA,0,1,0
Assam,Cachar,2020,2020,District And Sessions Judge Court,ASCC01,Special (POCSO) Case,NA,0,19,0
Assam,Chirang,2014,2018,Additional District and Sessions Judge,ASCH04,Special (POCSO) Case,NA,0,1,1
Assam,Chirang,2015,2015,District And Session Judge Establishment,ASCH01,Sessions Case (SC),Acquitted,10,1,1
Assam,Chirang,2015,2015,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Acquitted,10,1,1
Assam,Chirang,2015,2015,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Case is filed,21,1,1
Assam,Chirang,2015,2015,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Transferred,1,2,2
Assam,Chirang,2016,2016,District And Session Judge Establishment,ASCH01,Sessions Case (SC),NA,0,1,1
Assam,Chirang,2016,2016,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Acquitted,10,3,3
Assam,Chirang,2016,2016,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Convicted,11,1,1
Assam,Chirang,2016,2016,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Transferred,1,3,3
Assam,Chirang,2017,2017,District And Session Judge Establishment,ASCH01,Sessions Case (SC),Transferred,1,3,0
Assam,Chirang,2017,2017,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Acquitted,10,6,3
Assam,Chirang,2017,2017,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Convicted,11,5,2
Assam,Chirang,2017,2017,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Transferred,1,3,2
Assam,Chirang,2017,2017,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,NA,0,1,1
Assam,Chirang,2017,2018,Additional District and Sessions Judge,ASCH04,Sessions Case (SC),Acquitted,10,2,2
Assam,Chirang,2017,2018,Additional District and Sessions Judge,ASCH04,Sessions Case (SC),NA,0,1,1
Assam,Chirang,2017,2018,Additional District and Sessions Judge,ASCH04,Special (POCSO) Case,Acquitted,10,1,1
Assam,Chirang,2018,2018,Additional District and Sessions Judge,ASCH04,Special (POCSO) Case,Acquitted,10,8,1
Assam,Chirang,2018,2018,Additional District and Sessions Judge,ASCH04,Special (POCSO) Case,Case is filed,21,1,1
Assam,Chirang,2018,2018,Additional District and Sessions Judge,ASCH04,Special (POCSO) Case,Convicted,11,2,0
Assam,Chirang,2018,2018,Additional District and Sessions Judge,ASCH04,Special (POCSO) Case,NA,0,1,1
Assam,Chirang,2018,2018,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Abated,13,1,0
Assam,Chirang,2018,2018,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Acquitted,10,7,1
Assam,Chirang,2018,2018,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Case is filed,21,2,0
Assam,Chirang,2018,2018,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Convicted,11,2,1
Assam,Chirang,2018,2018,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Transferred,1,1,0
Assam,Chirang,2019,2019,Additional District and Sessions Judge,ASCH04,Sessions Case (SC),NA,0,1,0
Assam,Chirang,2019,2019,Additional District and Sessions Judge,ASCH04,Special (POCSO) Case,Acquitted,10,5,0
Assam,Chirang,2019,2019,Additional District and Sessions Judge,ASCH04,Special (POCSO) Case,Transferred,1,1,0
Assam,Chirang,2019,2019,Additional District and Sessions Judge,ASCH04,Special (POCSO) Case,NA,0,7,2
Assam,Chirang,2019,2019,District And Session Judge Establishment,ASCH01,Sessions Special,Acquitted,10,1,0
Assam,Chirang,2019,2019,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Acquitted,10,2,0
Assam,Chirang,2019,2019,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Case is filed,21,3,0
Assam,Chirang,2019,2019,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,Convicted,11,3,0
Assam,Chirang,2019,2019,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,NA,0,14,5
Assam,Chirang,2020,2020,Additional District and Sessions Judge,ASCH04,Special (POCSO) Case,Abated,13,1,0
Assam,Chirang,2020,2020,Additional District and Sessions Judge,ASCH04,Special (POCSO) Case,NA,0,6,0
Assam,Chirang,2020,2020,District And Session Judge Establishment,ASCH01,Special (POCSO) Case,NA,0,4,0
Assam,Darrang,2015,2015,District and Sessions Judge,ASDR01,Special (POCSO) Case,Acquitted,10,3,0
Assam,Darrang,2015,2015,District and Sessions Judge,ASDR01,Special (POCSO) Case,Case is filed,21,1,1
Assam,Darrang,2016,2016,District and Sessions Judge,ASDR01,Special (POCSO) Case,Acquitted,10,9,6
Assam,Darrang,2016,2016,District and Sessions Judge,ASDR01,Special (POCSO) Case,Case is filed,21,1,1
Assam,Darrang,2016,2016,District and Sessions Judge,ASDR01,Special (POCSO) Case,Convicted,11,1,1
Assam,Darrang,2016,2016,District and Sessions Judge,ASDR01,Special (POCSO) Case,NA,0,3,3
Assam,Darrang,2017,2017,District and Sessions Judge,ASDR01,Special (POCSO) Case,Acquitted,10,2,1
Assam,Darrang,2017,2017,District and Sessions Judge,ASDR01,Special (POCSO) Case,Disposed,30,1,0
Assam,Darrang,2017,2017,District and Sessions Judge,ASDR01,Special (POCSO) Case,NA,0,4,4
Assam,Darrang,2018,2018,District and Sessions Judge,ASDR01,Special (CCL),Acquitted,10,1,1
Assam,Darrang,2018,2018,District and Sessions Judge,ASDR01,Special (CCL),NA,0,2,2
Assam,Darrang,2018,2018,District and Sessions Judge,ASDR01,Special (POCSO) Case,Acquitted,10,12,5
Assam,Darrang,2018,2018,District and Sessions Judge,ASDR01,Special (POCSO) Case,Case is filed,21,2,2
Assam,Darrang,2018,2018,District and Sessions Judge,ASDR01,Special (POCSO) Case,Convicted,11,2,1
Assam,Darrang,2018,2018,District and Sessions Judge,ASDR01,Special (POCSO) Case,Disposed,30,3,1
Assam,Darrang,2018,2018,District and Sessions Judge,ASDR01,Special (POCSO) Case,NA,0,16,16
Assam,Darrang,2019,2019,District and Sessions Judge,ASDR01,Sessions Case (SC),NA,0,2,0
Assam,Darrang,2019,2019,District and Sessions Judge,ASDR01,Special (CCL),Disposed,30,1,0
Assam,Darrang,2019,2019,District and Sessions Judge,ASDR01,Special (CCL),NA,0,3,2
Assam,Darrang,2019,2019,District and Sessions Judge,ASDR01,Special (POCSO) Case,Acquitted,10,13,2
Assam,Darrang,2019,2019,District and Sessions Judge,ASDR01,Special (POCSO) Case,Case is filed,21,1,0
Assam,Darrang,2019,2019,District and Sessions Judge,ASDR01,Special (POCSO) Case,Disposed,30,2,0
Assam,Darrang,2019,2019,District and Sessions Judge,ASDR01,Special (POCSO) Case,Stayed,32,1,0
Assam,Darrang,2019,2019,District and Sessions Judge,ASDR01,Special (POCSO) Case,NA,0,73,14
Assam,Darrang,2020,2020,District and Sessions Judge,ASDR01,Special (CCL),NA,0,2,0
Assam,Darrang,2020,2020,District and Sessions Judge,ASDR01,Special (POCSO) Case,NA,0,16,0
Assam,Dhemaji,2013,0   ,District and Sessions Judge,AS2201,Sessions Special,Acquitted,10,3,3
Assam,Dhemaji,2014,0   ,District and Sessions Judge,AS2201,Sessions Case (SC),Acquitted,10,1,1
Assam,Dhemaji,2014,0   ,District and Sessions Judge,AS2201,Sessions Case (SC),Convicted,11,1,1
Assam,Dhemaji,2014,0   ,District and Sessions Judge,AS2201,Sessions Special,Acquitted,10,1,1
Assam,Dhemaji,2014,0   ,District and Sessions Judge,AS2201,Sessions Special,Convicted,11,2,2
Assam,Dhemaji,2015,0   ,District and Sessions Judge,AS2201,Sessions Case (SC),Acquitted,10,2,2
Assam,Dhemaji,2015,0   ,District and Sessions Judge,AS2201,Sessions Case (SC),Case is filed,21,1,1
Assam,Dhemaji,2015,0   ,District and Sessions Judge,AS2201,Sessions Case (SC),Convicted,11,4,4
Assam,Dhemaji,2015,0   ,District and Sessions Judge,AS2201,Sessions Case (SC),Remand back,22,1,0
Assam,Dhemaji,2015,0   ,District and Sessions Judge,AS2201,Sessions Case (SC),NA,0,2,2
Assam,Dhemaji,2015,0   ,District and Sessions Judge,AS2201,Sessions Special,Convicted,11,1,1
Assam,Dhemaji,2015,2015,District and Sessions Judge,AS2201,Sessions Case (SC),Transferred,1,2,2
Assam,Dhemaji,2015,2015,District and Sessions Judge,AS2201,Sessions Special,Acquitted,10,1,1
Assam,Dhemaji,2015,2015,District and Sessions Judge,AS2201,Sessions Special,Convicted,11,1,1
Assam,Dhemaji,2016,0   ,District and Sessions Judge,AS2201,Sessions Case (SC),Acquitted,10,1,1
Assam,Dhemaji,2016,2016,District and Sessions Judge,AS2201,POCSO Act,Acquitted,10,1,1
Assam,Dhemaji,2016,2016,District and Sessions Judge,AS2201,POCSO Act,Convicted,11,1,1
Assam,Dhemaji,2016,2016,District and Sessions Judge,AS2201,Sessions Case (SC),Acquitted,10,5,3
Assam,Dhemaji,2016,2016,District and Sessions Judge,AS2201,Sessions Case (SC),Case is filed,21,1,1
Assam,Dhemaji,2016,2016,District and Sessions Judge,AS2201,Sessions Case (SC),Convicted,11,2,2
Assam,Dhemaji,2016,2016,District and Sessions Judge,AS2201,Sessions Case (SC),Transferred,1,3,0
Assam,Dhemaji,2016,2016,District and Sessions Judge,AS2201,Sessions Case (SC),NA,0,1,1
Assam,Dhemaji,2016,2016,District and Sessions Judge,AS2201,Sessions Special,Convicted,11,1,1
Assam,Dhemaji,2017,2017,District and Sessions Judge,AS2201,POCSO Act,Acquitted,10,13,8
Assam,Dhemaji,2017,2017,District and Sessions Judge,AS2201,POCSO Act,Case is filed,21,4,1
Assam,Dhemaji,2017,2017,District and Sessions Judge,AS2201,POCSO Act,Convicted,11,4,3
Assam,Dhemaji,2017,2017,District and Sessions Judge,AS2201,POCSO Act,Transferred,1,1,0
Assam,Dhemaji,2017,2017,District and Sessions Judge,AS2201,POCSO Act,NA,0,11,11
Assam,Dhemaji,2017,2017,District and Sessions Judge,AS2201,Sessions Case (SC),Transferred,1,1,0
Assam,Dhemaji,2017,2017,District and Sessions Judge,AS2201,Special Case,NA,0,1,1
Assam,Dhemaji,2018,2018,District and Sessions Judge,AS2201,POCSO Act,Abated,13,1,1
Assam,Dhemaji,2018,2018,District and Sessions Judge,AS2201,POCSO Act,Acquitted,10,23,7
Assam,Dhemaji,2018,2018,District and Sessions Judge,AS2201,POCSO Act,Case is filed,21,4,1
Assam,Dhemaji,2018,2018,District and Sessions Judge,AS2201,POCSO Act,Stayed,33,1,0
Assam,Dhemaji,2018,2018,District and Sessions Judge,AS2201,POCSO Act,NA,0,21,21
Assam,Dhemaji,2019,2019,District and Sessions Judge,AS2201,POCSO Act,NA,0,2,1
Assam,Dhubri,2014,2014,District and Sessions Judge,ASDU01,Special Case,Acquitted,10,1,1
Assam,Dhubri,2015,0   ,District and Sessions Judge,ASDU01,Special (POCSO) Case,Acquitted,10,3,2
Assam,Dhubri,2015,0   ,District and Sessions Judge,ASDU01,Special (POCSO) Case,Convicted,11,1,0
Assam,Dhubri,2015,0   ,District and Sessions Judge,ASDU01,Special Case,Acquitted,10,4,3
Assam,Dhubri,2015,0   ,District and Sessions Judge,ASDU01,Special Case,Convicted,11,2,0
Assam,Dhubri,2015,0   ,District and Sessions Judge,ASDU01,Special Case,Discharged,14,1,0
Assam,Dhubri,2015,0   ,District and Sessions Judge,ASDU01,Special Case,Disposed,30,1,1
Assam,Dhubri,2015,2015,Additional District and Sessions Judge,ASDU10,Sessions Special,Convicted,11,1,1
Assam,Dhubri,2015,2015,District and Sessions Judge,ASDU01,Sessions Case (SC),Acquitted,10,1,0
Assam,Dhubri,2015,2015,District and Sessions Judge,ASDU01,Special (POCSO) Case,Acquitted,10,3,2
Assam,Dhubri,2015,2015,District and Sessions Judge,ASDU01,Special (POCSO) Case,Case is filed,21,1,0
